1708564419,31.0
1708564419,32.0
1708564419,32.0
1708564419,32.0
1708564419,30.0
1708564419,30.0
1708564419,30.0
1708564419,31.0
1708564419,31.0
1708564419,30.0
1708564419,31.0
1708564419,30.0
1708564420,32.0
1708564420,31.0
1708564420,30.0
1708564420,30.0
1708564420,30.0
1708564420,29.0
1708564420,30.0
1708564420,30.0
1708564420,31.0
1708564420,30.0
1708564420,30.0
1708564420,31.0
1708564420,30.0
1708564420,30.0
1708564420,30.0
1708564420,30.0
1708564420,31.0
1708564420,30.0
1708564420,30.0
1708564420,32.0
1708564421,31.0
1708564421,31.0
1708564421,30.0
1708564421,30.0
1708564421,31.0
1708564421,33.0
1708564421,31.0
1708564421,31.0
1708564421,31.0
1708564421,32.0
1708564421,30.0
1708564421,31.0
1708564421,30.0
1708564421,30.0
1708564421,31.0
1708564421,35.0
1708564421,33.0
1708564421,31.0
1708564421,30.0
1708564421,32.0
1708564422,31.0
1708564422,32.0
1708564422,33.0
1708564422,32.0
1708564422,36.0
1708564422,39.0
1708564422,77.0
1708564422,82.0
1708564422,190.0
1708564422,277.0
1708564422,612.0
1708564422,586.0
1708564422,540.0
1708564422,612.0
1708564422,526.0
1708564422,374.0
1708564422,550.0
1708564422,365.0
1708564422,345.0
1708564422,272.0
1708564423,258.0
1708564423,291.0
1708564423,209.0
1708564423,213.0
1708564423,243.0
1708564423,301.0
1708564423,172.0
1708564423,219.0
1708564423,197.0
1708564423,130.0
1708564423,66.0
1708564423,48.0
1708564423,78.0
1708564423,98.0
1708564423,53.0
1708564423,57.0
1708564423,64.0
1708564423,41.0
1708564423,36.0
1708564423,31.0
1708564424,29.0
1708564424,32.0
1708564424,46.0
1708564424,37.0
1708564424,68.0
1708564424,41.0
1708564424,51.0
1708564424,44.0
1708564424,33.0
1708564424,34.0
1708564424,44.0
1708564424,33.0
1708564424,29.0
1708564424,28.0
1708564424,30.0
1708564424,60.0
1708564424,39.0
1708564424,33.0
1708564424,32.0
1708564425,64.0
1708564425,40.0
1708564425,32.0
1708564425,29.0
1708564425,28.0
1708564425,31.0
1708564425,29.0
1708564425,28.0
1708564425,34.0
1708564425,30.0
1708564425,41.0
1708564425,32.0
1708564425,29.0
1708564425,28.0
1708564425,31.0
1708564425,29.0
1708564425,28.0
1708564425,60.0
1708564425,63.0
1708564425,40.0
1708564426,32.0
1708564426,30.0
1708564426,28.0
1708564426,28.0
1708564426,28.0
1708564426,28.0
1708564426,31.0
