,Time,Signal,State
174,0.0,-0.7579279234793915,
175,0.05263161659240723,-0.7918349481148719,
176,0.10526323318481445,-0.7918349481148719,
177,0.15789461135864258,-0.7918349481148719,
178,0.2105262279510498,-0.7579279234793915,
179,0.26315784454345703,-0.7918349481148719,
180,0.31578946113586426,-0.7579279234793915,0.0
181,0.3684210777282715,-0.7918349481148719,0.0
182,0.4210526943206787,-0.8257419727503521,0.0
183,0.47368407249450684,-0.7918349481148719,0.0
184,0.5263156890869141,-0.7918349481148719,0.0
185,0.5789473056793213,-0.8257419727503521,0.0
186,0.6315789222717285,-0.7918349481148719,0.0
187,0.6842105388641357,-0.7918349481148719,0.0
188,0.736842155456543,-0.4866717263955492,0.0
189,0.7894735336303711,-0.6222998249374704,0.0
190,0.8421051502227783,-0.7240208988439113,0.0
191,0.8947367668151855,-0.8257419727503521,0.0
192,0.9473683834075928,-0.7918349481148719,0.0
193,1.0,-0.8257419727503521,0.0
194,1.0526316165924072,-0.8257419727503521,0.0
195,1.1052632331848145,-0.8257419727503521,0.0
196,1.1578946113586426,-0.8596489973858324,0.0
197,1.2105262279510498,-0.7918349481148719,0.0
198,1.263157844543457,-0.7918349481148719,0.0
199,1.3157894611358643,-0.8257419727503521,0.0
200,1.3684210777282715,-0.8257419727503521,0.0
201,1.4210526943206787,-0.8596489973858324,0.0
202,1.4736840724945068,-0.8596489973858324,0.0
203,1.526315689086914,-0.8596489973858324,0.0
204,1.5789473056793213,-0.8257419727503521,0.0
205,1.6315789222717285,-0.8596489973858324,0.0
206,1.6842105388641357,-0.8596489973858324,0.0
207,1.736842155456543,-0.8596489973858324,0.0
208,1.789473533630371,-0.8935560220213127,0.0
209,1.8421051502227783,-0.8935560220213127,0.0
210,1.8947367668151855,-0.8596489973858324,0.0
211,1.9473683834075928,-0.8596489973858324,0.0
212,2.0,-0.8596489973858324,0.0
213,2.0526316165924072,-0.8257419727503521,0.0
214,2.1052632331848145,-0.8596489973858324,0.0
215,2.1578946113586426,-0.8935560220213127,0.0
216,2.21052622795105,-0.8596489973858324,0.0
217,2.263157844543457,-0.8935560220213127,0.0
218,2.3157894611358643,-0.8935560220213127,0.0
219,2.3684210777282715,-0.8935560220213127,0.0
220,2.4210526943206787,-0.6562068495729506,0.0
221,2.473684072494507,-0.6222998249374704,0.0
222,2.526315689086914,0.3270968648559779,0.0
223,2.5789473056793213,1.513842727097788,0.0
224,2.6315789222717285,1.5816567763687488,0.0
225,2.6842105388641357,1.3104005792849065,1.0
226,2.736842155456543,1.1069584314720247,1.0
227,2.789473533630371,0.9713303329301035,1.0
228,2.8421051502227783,0.8357022343881823,1.0
229,2.8947367668151855,0.6322600865753005,1.0
230,2.9473683834075928,1.2425865300139458,1.0
231,3.0029239654541016,0.3610038894914582,1.0
232,3.0584795475006104,0.2931898402204976,1.0
233,3.114035129547119,0.1575617416785764,1.0
234,3.169590711593628,0.3270968648559779,1.0
235,3.2251460552215576,0.1575617416785764,1.0
236,3.2807016372680664,0.021933643136655228,1.0
237,3.336257219314575,0.1914687663140567,1.0
238,3.391812801361084,0.5983530619398202,1.0
239,3.4473683834075928,0.42881793876241875,1.0
240,3.5029239654541016,0.39491091412693846,1.0
241,3.5584795475006104,0.3610038894914582,1.0
242,3.614035129547119,0.56444603730434,1.0
243,3.669590711593628,0.46272496339789904,1.0
244,3.7251460552215576,0.2592828155850173,1.0
245,3.7807016372680664,0.3610038894914582,1.0
246,3.836257219314575,0.46272496339789904,1.0
247,3.891812801361084,0.42881793876241875,1.0
248,3.9473683834075928,0.39491091412693846,1.0
249,4.0,0.225375790949537,1.0
250,4.052631616592407,0.5983530619398202,1.0
251,4.1052632331848145,0.1575617416785764,1.0
252,4.157894611358643,0.7339811604817414,1.0
253,4.21052622795105,0.4966319880333793,1.0
254,4.263157844543457,0.7339811604817414,1.0
255,4.315789461135864,0.2592828155850173,1.0
256,4.3684210777282715,0.7000741358462611,1.0
257,4.421052694320679,1.378214628555867,1.0
258,4.473684072494507,0.225375790949537,1.0
259,4.526315689086914,0.1575617416785764,1.0
260,4.578947305679321,-0.4527647017600689,1.0
261,4.6315789222717285,-0.6562068495729506,1.0
262,4.684210538864136,-0.7579279234793915,1.0
263,4.736842155456543,-0.7918349481148719,1.0
264,4.789473533630371,-0.8257419727503521,0.0
265,4.842105150222778,-0.7918349481148719,0.0
266,4.8947367668151855,-0.7579279234793915,0.0
267,4.947368383407593,-0.7918349481148719,0.0
268,5.0,-0.8257419727503521,0.0
269,5.052631616592407,-0.8257419727503521,0.0
270,5.1052632331848145,-0.8935560220213127,0.0
271,5.157894611358643,-0.8935560220213127,0.0
272,5.21052622795105,-0.8935560220213127,0.0
273,5.263157844543457,-0.8596489973858324,0.0
274,5.315789461135864,-0.8596489973858324,0.0
275,5.3684210777282715,-0.8935560220213127,0.0
276,5.421052694320679,-0.8257419727503521,0.0
277,5.473684072494507,-0.8935560220213127,0.0
278,5.526315689086914,-0.8596489973858324,0.0
279,5.578947305679321,-0.8596489973858324,0.0
280,5.6315789222717285,-0.8596489973858324,0.0
281,5.684210538864136,-0.8596489973858324,0.0
282,5.736842155456543,-0.8596489973858324,0.0
283,5.789473533630371,-0.8596489973858324,0.0
284,5.842105150222778,-0.8596489973858324,0.0
285,5.8947367668151855,-0.8935560220213127,0.0
286,5.947368383407593,-0.8935560220213127,0.0
287,6.0,-0.8935560220213127,0.0
288,6.052631616592407,-0.8935560220213127,0.0
289,6.1052632331848145,-0.8935560220213127,0.0
290,6.157894611358643,-0.8596489973858324,0.0
291,6.21052622795105,-0.8596489973858324,0.0
292,6.263157844543457,-0.8935560220213127,0.0
293,6.315789461135864,-0.8935560220213127,0.0
294,6.3684210777282715,-0.8935560220213127,0.0
295,6.421052694320679,-0.8935560220213127,0.0
296,6.473684072494507,-0.8935560220213127,0.0
297,6.526315689086914,-0.8935560220213127,0.0
298,6.578947305679321,-0.8596489973858324,0.0
299,6.6315789222717285,-0.8935560220213127,0.0
300,6.684210538864136,-0.8935560220213127,0.0
301,6.736842155456543,-0.8596489973858324,0.0
302,6.789473533630371,-0.927463046656793,0.0
303,6.842105150222778,-0.8935560220213127,0.0
304,6.8947367668151855,-0.8935560220213127,0.0
305,6.947368383407593,-0.8596489973858324,0.0
306,7.0,-0.8257419727503521,0.0
307,7.052631616592407,-0.8596489973858324,0.0
308,7.1052632331848145,-0.8935560220213127,0.0
309,7.157894611358643,-0.8935560220213127,0.0
310,7.21052622795105,-0.927463046656793,0.0
311,7.263157844543457,-0.9613700712922733,0.0
312,7.315789461135864,-0.927463046656793,0.0
313,7.3684210777282715,-0.927463046656793,0.0
314,7.421052694320679,-0.9613700712922733,0.0
315,7.473684072494507,-0.9613700712922733,0.0
316,7.526315689086914,-0.9952770959277536,0.0
317,7.578947305679321,-0.9952770959277536,0.0
318,7.6315789222717285,-0.9952770959277536,0.0
319,7.684210538864136,-0.9952770959277536,0.0
320,7.736842155456543,-0.9952770959277536,0.0
321,7.789473533630371,-0.9952770959277536,0.0
322,7.842105150222778,-1.029184120563234,0.0
323,7.8947367668151855,-0.9952770959277536,0.0
324,7.947368383407593,-1.029184120563234,0.0
325,8.0,-0.9952770959277536,0.0
326,8.052631616592407,-0.9952770959277536,0.0
327,8.105263233184814,-0.9952770959277536,0.0
328,8.157894611358643,-1.029184120563234,0.0
329,8.21052622795105,-0.9952770959277536,0.0
330,8.263157844543457,-1.029184120563234,0.0
331,8.315789461135864,-0.9952770959277536,0.0
332,8.368421077728271,-1.029184120563234,0.0
333,8.421052694320679,-0.9952770959277536,0.0
334,8.473684072494507,-1.029184120563234,0.0
335,8.526315689086914,-1.029184120563234,0.0
336,8.578947305679321,-0.9952770959277536,0.0
337,8.631578922271729,-0.9952770959277536,0.0
338,8.684210538864136,-0.9952770959277536,0.0
339,8.736842155456543,-1.029184120563234,0.0
340,8.789473533630371,-1.029184120563234,0.0
341,8.842105150222778,-0.9952770959277536,0.0
342,8.894736766815186,-0.927463046656793,0.0
343,8.947368383407593,-0.8935560220213127,0.0
344,9.0,0.5983530619398202,0.0
345,9.052631616592407,1.1747724807429851,1.0
346,9.105263233184814,2.0224480966299927,1.0
347,9.157894611358643,1.9885410719945122,1.0
348,9.21052622795105,1.5816567763687488,1.0
349,9.263157844543457,1.4460286778268276,1.0
350,9.315789461135864,1.954634047359032,1.0
351,9.368421077728271,2.1241691705364336,1.0
352,9.421052694320679,0.9035162836591428,1.0
353,9.473684072494507,1.0730514068365444,1.0
354,9.526315689086914,0.4966319880333793,1.0
355,9.578947305679321,0.6322600865753005,1.0
356,9.631578922271729,0.46272496339789904,1.0
357,9.684210538864136,0.7678881851172217,1.0
358,9.736842155456543,0.4966319880333793,1.0
359,9.789473533630371,0.56444603730434,1.0
360,9.842105150222778,0.6661671112107809,1.0
361,9.894736766815186,0.4966319880333793,1.0
362,9.947368383407593,0.5983530619398202,1.0
363,10.0,0.3610038894914582,1.0
364,10.052631616592407,0.4966319880333793,1.0
365,10.105263233184814,0.5305390126688596,1.0
366,10.157894611358643,0.39491091412693846,1.0
367,10.21052622795105,0.56444603730434,1.0
368,10.263157844543457,1.1069584314720247,1.0
369,10.315789461135864,0.8696092590236626,1.0
370,10.368421077728271,0.6322600865753005,1.0
371,10.421052694320679,0.46272496339789904,1.0
372,10.473684072494507,0.56444603730434,1.0
373,10.526315689086914,0.1914687663140567,1.0
374,10.578947305679321,0.08974769240761582,1.0
375,10.631578922271729,0.7000741358462611,1.0
376,10.684210538864136,0.6661671112107809,1.0
377,10.736842155456543,0.4966319880333793,1.0
378,10.789473533630371,0.7000741358462611,1.0
379,10.842105150222778,0.9035162836591428,1.0
380,10.894736766815186,0.9374233082946232,1.0
381,10.947368383407593,0.8357022343881823,1.0
382,11.0,1.140865456107505,1.0
383,11.052631616592407,0.6322600865753005,1.0
384,11.105263233184814,0.9035162836591428,1.0
385,11.157894611358643,0.46272496339789904,1.0
386,11.21052622795105,0.42881793876241875,1.0
