1710374823,37.0
1710374823,36.0
1710374823,32.0
1710374823,35.0
1710374823,33.0
1710374823,33.0
1710374823,34.0
1710374823,32.0
1710374823,32.0
1710374823,35.0
1710374823,34.0
1710374823,33.0
1710374823,31.0
1710374823,30.0
1710374824,30.0
1710374824,29.0
1710374824,28.0
1710374824,31.0
1710374824,35.0
1710374824,30.0
1710374824,32.0
1710374824,32.0
1710374824,31.0
1710374824,33.0
1710374824,33.0
1710374824,34.0
1710374824,32.0
1710374824,33.0
1710374824,35.0
1710374824,33.0
1710374824,31.0
1710374824,34.0
1710374824,32.0
1710374824,34.0
1710374825,34.0
1710374825,30.0
1710374825,34.0
1710374825,32.0
1710374825,30.0
1710374825,32.0
1710374825,30.0
1710374825,32.0
1710374825,32.0
1710374825,32.0
1710374825,31.0
1710374825,33.0
1710374825,32.0
1710374825,32.0
1710374825,33.0
1710374825,35.0
1710374825,33.0
1710374825,32.0
1710374825,34.0
1710374826,35.0
1710374826,33.0
1710374826,34.0
1710374826,32.0
1710374826,34.0
1710374826,32.0
1710374826,33.0
1710374826,34.0
1710374826,35.0
1710374826,33.0
1710374826,34.0
1710374826,33.0
1710374826,35.0
1710374826,39.0
1710374826,37.0
1710374826,37.0
1710374826,37.0
1710374826,37.0
1710374826,38.0
1710374826,42.0
1710374827,45.0
1710374827,61.0
1710374827,70.0
1710374827,88.0
1710374827,116.0
1710374827,153.0
1710374827,169.0
1710374827,156.0
1710374827,150.0
1710374827,169.0
1710374827,194.0
1710374827,183.0
1710374827,151.0
1710374827,149.0
1710374827,149.0
1710374827,142.0
1710374827,155.0
1710374827,933.0
1710374827,511.0
1710374827,268.0
1710374828,932.0
1710374828,932.0
1710374828,440.0
1710374828,242.0
1710374828,152.0
1710374828,144.0
1710374828,163.0
1710374828,146.0
1710374828,144.0
1710374828,163.0
1710374828,165.0
1710374828,197.0
1710374828,167.0
1710374828,180.0
1710374828,154.0
1710374828,131.0
1710374828,129.0
1710374828,130.0
1710374828,140.0
1710374828,130.0
1710374829,118.0
1710374829,171.0
1710374829,151.0
1710374829,117.0
1710374829,143.0
1710374829,146.0
1710374829,169.0
1710374829,127.0
1710374829,159.0
1710374829,157.0
1710374829,150.0
1710374829,134.0
1710374829,110.0
1710374829,147.0
1710374829,135.0
1710374829,159.0
1710374829,145.0
1710374829,115.0
1710374829,120.0
1710374829,116.0
1710374830,140.0
1710374830,131.0
1710374830,141.0
1710374830,125.0
1710374830,127.0
1710374830,117.0
1710374830,119.0
1710374830,136.0
1710374830,151.0
1710374830,124.0
1710374830,90.0
1710374830,106.0
1710374830,92.0
1710374830,108.0
1710374830,115.0
1710374830,141.0
1710374830,116.0
1710374830,96.0
1710374830,108.0
1710374830,119.0
1710374831,115.0
1710374831,106.0
1710374831,120.0
1710374831,146.0
1710374831,111.0
1710374831,106.0
1710374831,110.0
1710374831,112.0
1710374831,124.0
1710374831,120.0
1710374831,95.0
1710374831,93.0
1710374831,96.0
1710374831,65.0
1710374831,43.0
1710374831,37.0
1710374831,40.0
1710374831,35.0
1710374831,40.0
1710374831,38.0
1710374832,39.0
1710374832,38.0
1710374832,42.0
1710374832,40.0
1710374832,40.0
1710374832,38.0
1710374832,37.0
1710374832,32.0
1710374832,35.0
1710374832,37.0
1710374832,34.0
1710374832,33.0
1710374832,36.0
1710374832,36.0
1710374832,33.0
1710374832,35.0
1710374832,38.0
1710374832,34.0
1710374832,35.0
1710374832,36.0
1710374833,33.0
1710374833,35.0
1710374833,35.0
1710374833,35.0
1710374833,33.0
1710374833,31.0
1710374833,39.0
1710374833,33.0
1710374833,36.0
1710374833,35.0
1710374833,34.0
1710374833,35.0
1710374833,34.0
1710374833,33.0
1710374833,37.0
1710374833,35.0
1710374833,34.0
1710374833,36.0
1710374833,36.0
1710374833,31.0
1710374834,33.0
1710374834,35.0
1710374834,37.0
1710374834,33.0
1710374834,34.0
1710374834,36.0
1710374834,33.0
1710374834,32.0
1710374834,36.0
1710374834,35.0
1710374834,35.0
1710374834,34.0
1710374834,36.0
1710374834,34.0
1710374834,32.0
1710374834,36.0
1710374834,37.0
1710374834,33.0
1710374834,34.0
1710374834,33.0
1710374835,32.0
1710374835,34.0
1710374835,33.0
1710374835,35.0
1710374835,36.0
1710374835,33.0
1710374835,32.0
1710374835,33.0
1710374835,34.0
1710374835,33.0
1710374835,34.0
1710374835,36.0
1710374835,35.0
1710374835,34.0
1710374835,35.0
1710374835,33.0
1710374835,36.0
1710374835,35.0
1710374835,33.0
1710374836,36.0
1710374836,34.0
1710374836,34.0
1710374836,36.0
1710374836,34.0
1710374836,33.0
1710374836,34.0
1710374836,33.0
1710374836,34.0
1710374836,33.0
1710374836,34.0
1710374836,34.0
1710374836,48.0
1710374836,59.0
1710374836,48.0
1710374836,39.0
1710374836,82.0
1710374836,70.0
1710374836,106.0
1710374836,115.0
1710374837,155.0
1710374837,170.0
1710374837,169.0
1710374837,126.0
1710374837,166.0
1710374837,159.0
1710374837,165.0
1710374837,173.0
1710374837,161.0
1710374837,156.0
1710374837,193.0
1710374837,163.0
1710374837,156.0
1710374837,152.0
1710374837,171.0
1710374837,174.0
1710374837,134.0
1710374837,140.0
